Gene ID,source_id,Organism,Product Description,Protein Length,Molecular Weight,Superfamily Description,# TM Domains,Computed GO Functions
GL50581_1789,GL50581_1789-t26_1,Giardia Assemblage B isolate GS,Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LSP9],1233,136757,Protein kinase-like domain superfamily,0,ATP binding;protein kinase activity
GL50581_179,GL50581_179-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,570,63852,N/A,1,N/A
GL50581_1790,GL50581_1790-t26_1,Giardia Assemblage B isolate GS,"Kinase, NEK [Source:UniProtKB/TrEMBL;Acc:C6LSQ0]",1121,122788,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0,ATP binding;protein binding;protein kinase activity
GL50581_1791,GL50581_1791-t26_1,Giardia Assemblage B isolate GS,VSP [Source:UniProtKB/TrEMBL;Acc:C6LSQ1],640,64182,Growth factor receptor cysteine-rich domain superfamily,1,N/A
GL50581_1792,GL50581_1792-t26_1,Giardia Assemblage B isolate GS,Alpha-tubulin N-acetyltransferase [Source:UniProtKB/TrEMBL;Acc:C6LSQ2],365,41259,Acyl-CoA N-acyltransferase,0,tubulin N-acetyltransferase activity
GL50581_1793,GL50581_1793-t26_1,Giardia Assemblage B isolate GS,BZIP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LSQ3],406,44989,N/A,0,DNA-binding transcription factor activity
GL50581_1794,GL50581_1794-t26_1,Giardia Assemblage B isolate GS,Signal recognition particle 19 kDa protein [Source:UniProtKB/TrEMBL;Acc:C6LSQ4],120,13442,"Signal recognition particle, subunit SRP19-like superfamily",0,7S RNA binding
GL50581_1795,GL50581_1795-t26_1,Giardia Assemblage B isolate GS,PseudoU_synth_2 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LSQ5],196,21380,"Pseudouridine synthase, catalytic domain superfamily",0,RNA binding;pseudouridine synthase activity
GL50581_1797,GL50581_1797-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,980,108845,N/A,0,N/A
GL50581_1798,GL50581_1798-t26_1,Giardia Assemblage B isolate GS,C-CAP/cofactor C-like domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LSQ7],423,46300,N/A,0,GTPase activator activity
GL50581_1799,GL50581_1799-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,985,106316,N/A,0,N/A
GL50581_18,GL50581_18-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,1277,142951,N/A,1,N/A
GL50581_180,GL50581_180-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,181,20355,N/A,0,N/A
GL50581_1801,GL50581_1801-t26_1,Giardia Assemblage B isolate GS,NEK-like kinase protein [Source:UniProtKB/TrEMBL;Acc:C6LSQ9],632,70695,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0,ATP binding;protein binding;protein kinase activity
GL50581_1802,GL50581_1802-t26_1,Giardia Assemblage B isolate GS,Translation initiation factor [Source:UniProtKB/TrEMBL;Acc:C6LSR0],383,42225,NagB/RpiA transferase-like,0,translation initiation factor activity
GL50581_1803,GL50581_1803-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,800,90047,P-loop containing nucleoside triphosphate hydrolase,0,N/A
GL50581_1804,GL50581_1804-t26_1,Giardia Assemblage B isolate GS,DNA ligase [Source:UniProtKB/TrEMBL;Acc:C6LSR2],790,88169,"DNA ligase, ATP-dependent, N-terminal domain superfamily;Nucleic acid-binding, OB-fold",0,ATP binding;DNA binding;DNA ligase (ATP) activity;DNA ligase activity
GL50581_1805,GL50581_1805-t26_1,Giardia Assemblage B isolate GS,AAA_23 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LSR3],1302,148060,P-loop containing nucleoside triphosphate hydrolase,0,ATP binding
GL50581_1806,GL50581_1806-t26_1,Giardia Assemblage B isolate GS,DNA_mis_repair domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LSR4],794,88916,Ribosomal protein S5 domain 2-type fold;Histidine kinase/HSP90-like ATPase superfamily,0,ATP binding;ATP hydrolysis activity;mismatched DNA binding
GL50581_1807,GL50581_1807-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,792,89823,N/A,0,N/A
GL50581_1808,GL50581_1808-t26_1,Giardia Assemblage B isolate GS,RanBD1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LSR6],166,18859,N/A,0,N/A
GL50581_1809,GL50581_1809-t26_1,Giardia Assemblage B isolate GS,Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LSR7],747,82505,Protein kinase-like domain superfamily,0,ATP binding;protein kinase activity
GL50581_181,GL50581_181-t26_1,Giardia Assemblage B isolate GS,RER1-like protein-retention of ER protein [Source:UniProtKB/TrEMBL;Acc:C6LN79],179,21231,N/A,3,N/A
GL50581_1810,GL50581_1810-t26_1,Giardia Assemblage B isolate GS,Vacuolar protein sorting 29 [Source:UniProtKB/TrEMBL;Acc:C6LSR8],474,50794,N/A,0,N/A
GL50581_1811,GL50581_1811-t26_1,Giardia Assemblage B isolate GS,"Kinase, NEK [Source:UniProtKB/TrEMBL;Acc:C6LSR9]",537,61308,Protein kinase-like domain superfamily,0,ATP binding;protein kinase activity
GL50581_1812,GL50581_1812-t26_1,Giardia Assemblage B isolate GS,Protein 21.1 [Source:UniProtKB/TrEMBL;Acc:C6LSS0],452,49559,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50581_1813,GL50581_1813-t26_1,Giardia Assemblage B isolate GS,ANK_REP_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LSS1],662,72928,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50581_1814,GL50581_1814-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,200,23303,N/A,4,N/A
GL50581_1815,GL50581_1815-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,256,27987,N/A,0,N/A
GL50581_1817,GL50581_1817-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,1528,173243,N/A,0,N/A
GL50581_1818,GL50581_1818-t26_1,Giardia Assemblage B isolate GS,LisH domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LSS5],582,64741,N/A,0,Lys48-specific deubiquitinase activity;protein binding;thiol-dependent deubiquitinase
GL50581_1819,GL50581_1819-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,251,28938,N/A,0,N/A
GL50581_182,GL50581_182-t26_1,Giardia Assemblage B isolate GS,Protein 21.1 [Source:UniProtKB/TrEMBL;Acc:C6LN80],660,71719,Ankyrin repeat-containing domain superfamily,0,protein binding;transferase activity
GL50581_1820,GL50581_1820-t26_1,Giardia Assemblage B isolate GS,"Kinase, NEK [Source:UniProtKB/TrEMBL;Acc:C6LSS7]",1418,155086,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0,ATP binding;protein binding;protein kinase activity
GL50581_1821,GL50581_1821-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,4540,511420,N/A,0,N/A
GL50581_1822,GL50581_1822-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,315,34149,Tetratricopeptide-like helical domain superfamily,0,protein binding
GL50581_1823,GL50581_1823-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,289,32383,N/A,0,N/A
GL50581_1824,GL50581_1824-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,257,28468,N/A,0,N/A
GL50581_1825,GL50581_1825-t26_1,Giardia Assemblage B isolate GS,Leucine carboxyl methyltransferase 1 [Source:UniProtKB/TrEMBL;Acc:C6LST2],367,41936,S-adenosyl-L-methionine-dependent methyltransferase,0,methyltransferase activity
GL50581_1826,GL50581_1826-t26_1,Giardia Assemblage B isolate GS,Ribosomal protein S15A [Source:UniProtKB/TrEMBL;Acc:C6LST3],130,14762,Ribosomal protein S8 superfamily,0,structural constituent of ribosome
GL50581_1827,GL50581_1827-t26_1,Giardia Assemblage B isolate GS,SMC1 beta-like protein [Source:UniProtKB/TrEMBL;Acc:C6LST4],1342,153499,P-loop containing nucleoside triphosphate hydrolase;SMCs flexible hinge superfamily,0,ATP binding;protein binding
GL50581_1828,GL50581_1828-t26_1,Giardia Assemblage B isolate GS,Proteasome subunit beta [Source:UniProtKB/TrEMBL;Acc:C6LST5],207,23050,"Nucleophile aminohydrolases, N-terminal",0,threonine-type endopeptidase activity
GL50581_1829,GL50581_1829-t26_1,Giardia Assemblage B isolate GS,"Acetyl-CoA carboxylase/pyruvate carboxylase fusion protein, putative [Source:UniProtKB/TrEMBL;Acc:C6LST6]",1338,147935,Single hybrid motif;ClpP/crotonase-like domain superfamily,0,acetyl-CoA carboxylase activity;catalytic activity;ligase activity
GL50581_183,GL50581_183-t26_1,Giardia Assemblage B isolate GS,"Kinase, NEK [Source:UniProtKB/TrEMBL;Acc:C6LN81]",715,78945,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0,ATP binding;protein binding;protein kinase activity
GL50581_1830,GL50581_1830-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,432,49221,N/A,0,N/A
GL50581_1831,GL50581_1831-t26_1,Giardia Assemblage B isolate GS,Sodium/hydrogen exchanger [Source:UniProtKB/TrEMBL;Acc:C6LST8],853,93892,N/A,11,sodium:proton antiporter activity;solute:proton antiporter activity
GL50581_1832,GL50581_1832-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,338,38088,N/A,0,N/A
GL50581_1833,GL50581_1833-t26_1,Giardia Assemblage B isolate GS,WD_REPEATS_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LSU0],373,40571,WD40-repeat-containing domain superfamily,0,protein binding
GL50581_1834,GL50581_1834-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,374,41748,N/A,0,N/A
GL50581_1835,GL50581_1835-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,390,42849,N/A,0,N/A
GL50581_1836,GL50581_1836-t26_1,Giardia Assemblage B isolate GS,RING-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LSU3],1459,162683,Ankyrin repeat-containing domain superfamily,0,protein binding;transferase activity
GL50581_1837,GL50581_1837-t26_1,Giardia Assemblage B isolate GS,Protein 21.1 [Source:UniProtKB/TrEMBL;Acc:C6LSU4],747,82421,Ankyrin repeat-containing domain superfamily,0,protein binding;transferase activity
GL50581_1838,GL50581_1838-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,95,10368,N/A,0,N/A
GL50581_1839,GL50581_1839-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,305,34076,N/A,0,N/A
GL50581_184,GL50581_184-t26_1,Giardia Assemblage B isolate GS,ANK_REP_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LN82],255,28215,Ankyrin repeat-containing domain superfamily,0,kinase activity;protein binding
GL50581_1840,GL50581_1840-t26_1,Giardia Assemblage B isolate GS,ANK_REP_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LSU7],801,87378,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50581_1841,GL50581_1841-t26_1,Giardia Assemblage B isolate GS,ANK_REP_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LSU8],1075,118481,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50581_1842,GL50581_1842-t26_1,Giardia Assemblage B isolate GS,Protein 21.1 [Source:UniProtKB/TrEMBL;Acc:C6LSU9],405,44765,Ankyrin repeat-containing domain superfamily,0,protein binding;transferase activity
GL50581_1843,GL50581_1843-t26_1,Giardia Assemblage B isolate GS,ANK_REP_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LSV0],788,84281,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50581_1844,GL50581_1844-t26_1,Giardia Assemblage B isolate GS,Protein 21.1 [Source:UniProtKB/TrEMBL;Acc:C6LSV1],834,91703,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50581_1845,GL50581_1845-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,214,24828,N/A,0,N/A
GL50581_1846,GL50581_1846-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,6729,752154,N/A,0,N/A
GL50581_1847,GL50581_1847-t26_1,Giardia Assemblage B isolate GS,Protein 21.1 [Source:UniProtKB/TrEMBL;Acc:C6LSV4],945,104285,Ankyrin repeat-containing domain superfamily,0,protein binding;transferase activity
GL50581_1848,GL50581_1848-t26_1,Giardia Assemblage B isolate GS,ANK_REP_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LSV5],445,48810,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50581_1849,GL50581_1849-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,391,42930,N/A,8,N/A
GL50581_185,GL50581_185-t26_1,Giardia Assemblage B isolate GS,Kinase [Source:UniProtKB/TrEMBL;Acc:C6LN83],847,96326,Protein kinase-like domain superfamily,0,ATP binding;protein kinase activity
GL50581_1850,GL50581_1850-t26_1,Giardia Assemblage B isolate GS,tRNA-intron lyase [Source:UniProtKB/TrEMBL;Acc:C6LSV7],732,82141,"tRNA intron endonuclease, catalytic domain-like superfamily",0,nuclease activity;nucleic acid binding;tRNA-intron endonuclease activity
GL50581_1851,GL50581_1851-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,177,19903,N/A,0,N/A
GL50581_1852,GL50581_1852-t26_1,Giardia Assemblage B isolate GS,ANK_REP_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LSV9],462,51507,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50581_1853,GL50581_1853-t26_1,Giardia Assemblage B isolate GS,Prefoldin subunit 2 [Source:UniProtKB/TrEMBL;Acc:C6LSW0],108,12355,N/A,0,unfolded protein binding
GL50581_1854,GL50581_1854-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,1211,134896,N/A,0,N/A
GL50581_1855,GL50581_1855-t26_1,Giardia Assemblage B isolate GS,Nuclear ATP/GTP-binding protein [Source:UniProtKB/TrEMBL;Acc:C6LSW2],1571,173805,N/A,0,metallocarboxypeptidase activity;zinc ion binding
GL50581_1856,GL50581_1856-t26_1,Giardia Assemblage B isolate GS,Ribosomal_L18_c domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LSW3],297,33969,N/A,0,5S rRNA binding;structural constituent of ribosome
GL50581_1857,GL50581_1857-t26_1,Giardia Assemblage B isolate GS,KRR1 small subunit processome component [Source:UniProtKB/TrEMBL;Acc:C6LSW4],328,37566,"K Homology domain, type 1 superfamily",0,RNA binding;nucleic acid binding
GL50581_1858,GL50581_1858-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,776,87157,Ankyrin repeat-containing domain superfamily,0,N/A
GL50581_1859,GL50581_1859-t26_1,Giardia Assemblage B isolate GS,PROTEASOME_ALPHA_1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LSW6],245,26795,"Nucleophile aminohydrolases, N-terminal",0,peptidase activity
GL50581_186,GL50581_186-t26_1,Giardia Assemblage B isolate GS,Protein 21.1 [Source:UniProtKB/TrEMBL;Acc:C6LN84],821,90221,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50581_1860,GL50581_1860-t26_1,Giardia Assemblage B isolate GS,WD_REPEATS_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LSW7],757,83788,WD40-repeat-containing domain superfamily,0,protein binding
GL50581_1861,GL50581_1861-t26_1,Giardia Assemblage B isolate GS,Isochorismatase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LSW8],188,21219,Isochorismatase-like superfamily,0,N/A
GL50581_1862,GL50581_1862-t26_1,Giardia Assemblage B isolate GS,DinF protein [Source:UniProtKB/TrEMBL;Acc:C6LSW9],570,63085,N/A,10,N/A
GL50581_1863,GL50581_1863-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,546,62101,Bromodomain-like superfamily,0,protein binding
GL50581_1864,GL50581_1864-t26_1,Giardia Assemblage B isolate GS,Alpha-12 giardin [Source:UniProtKB/TrEMBL;Acc:C6LSX1],324,36432,Annexin superfamily,0,calcium ion binding;calcium-dependent phospholipid binding
GL50581_1865,GL50581_1865-t26_1,Giardia Assemblage B isolate GS,TPR_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LSX2],299,33210,Tetratricopeptide-like helical domain superfamily,0,protein binding
GL50581_1866,GL50581_1866-t26_1,Giardia Assemblage B isolate GS,Importin beta-3 subunit [Source:UniProtKB/TrEMBL;Acc:C6LSX3],1151,127693,Armadillo-type fold,0,N/A
GL50581_1867,GL50581_1867-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,400,45081,N/A,2,N/A
GL50581_1868,GL50581_1868-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,224,25126,N/A,0,N/A
GL50581_1869,GL50581_1869-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,257,29238,N/A,0,N/A
GL50581_187,GL50581_187-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,493,53577,MFS transporter superfamily,11,transmembrane transporter activity
GL50581_1870,GL50581_1870-t26_1,Giardia Assemblage B isolate GS,IFT complex B [Source:UniProtKB/TrEMBL;Acc:C6LSX7],1079,114977,WD40-repeat-containing domain superfamily,0,protein binding
GL50581_1871,GL50581_1871-t26_1,Giardia Assemblage B isolate GS,Rho-GAP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LSX8],198,22748,Rho GTPase activation protein,0,N/A
GL50581_1872,GL50581_1872-t26_1,Giardia Assemblage B isolate GS,RPOLD domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LSX9],350,39566,"RNA polymerase, RBP11-like subunit;DNA-directed RNA polymerase, insert domain superfamily",0,DNA-directed 5'-3' RNA polymerase activity;protein dimerization activity
GL50581_1873,GL50581_1873-t26_1,Giardia Assemblage B isolate GS,Ankyrin repeat protein [Source:UniProtKB/TrEMBL;Acc:C6LSY0],1494,164849,"Ankyrin repeat-containing domain superfamily;Zinc finger, FYVE/PHD-type",0,metal ion binding;protein binding
GL50581_1874,GL50581_1874-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,1335,153899,N/A,0,N/A
GL50581_1875,GL50581_1875-t26_1,Giardia Assemblage B isolate GS,Protein 21.1 [Source:UniProtKB/TrEMBL;Acc:C6LSY2],681,76081,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50581_1876,GL50581_1876-t26_1,Giardia Assemblage B isolate GS,ANK_REP_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LSY3],768,84049,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50581_1877,GL50581_1877-t26_1,Giardia Assemblage B isolate GS,ANK_REP_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LSY4],264,28409,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50581_1878,GL50581_1878-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,3418,385938,N/A,2,N/A
GL50581_1879,GL50581_1879-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,192,21886,N/A,2,N/A
GL50581_188,GL50581_188-t26_1,Giardia Assemblage B isolate GS,Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LN86],296,33354,Protein kinase-like domain superfamily,0,ATP binding;protein kinase activity;protein tyrosine kinase activity
GL50581_1880,GL50581_1880-t26_1,Giardia Assemblage B isolate GS,ATP-dependent Clp protease ATP-binding subunit ClpB [Source:UniProtKB/TrEMBL;Acc:C6LSY7],92,10775,N/A,0,ATP binding;peptidase activity
GL50581_1881,GL50581_1881-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,227,26264,N/A,0,N/A
GL50581_1882,GL50581_1882-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,1749,195557,N/A,7,N/A
GL50581_1883,GL50581_1883-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,231,26013,N/A,0,N/A
GL50581_1884,GL50581_1884-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,185,21613,ENT domain-like superfamily,0,N/A
GL50581_1885,GL50581_1885-t26_1,Giardia Assemblage B isolate GS,60S ribosomal export protein NMD3 [Source:UniProtKB/TrEMBL;Acc:C6LSZ2],488,55068,N/A,0,ribosomal large subunit binding
GL50581_1886,GL50581_1886-t26_1,Giardia Assemblage B isolate GS,Inositol-3-phosphate synthase [Source:UniProtKB/TrEMBL;Acc:C6LSZ3],549,59438,NAD(P)-binding domain superfamily,2,inositol-3-phosphate synthase activity
GL50581_1887,GL50581_1887-t26_1,Giardia Assemblage B isolate GS,Protein 21.1 [Source:UniProtKB/TrEMBL;Acc:C6LSZ4],1063,117228,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50581_1888,GL50581_1888-t26_1,Giardia Assemblage B isolate GS,PseudoU_synth_1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LSZ5],507,57351,"Pseudouridine synthase, catalytic domain superfamily",0,RNA binding;pseudouridine synthase activity
GL50581_1889,GL50581_1889-t26_1,Giardia Assemblage B isolate GS,"Kinase, NEK [Source:UniProtKB/TrEMBL;Acc:C6LSZ6]",1034,113373,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0,ATP binding;protein binding;protein kinase activity
GL50581_189,GL50581_189-t26_1,Giardia Assemblage B isolate GS,SGNH_hydro domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LN87],239,26453,N/A,0,N/A
